0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41440331129245633,0.5473583960253314,0.41436000169689624
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42832544631445113,0.4496169838967847,0.43801163826962763
2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5626490703901366,0.41321436083752017,0.4178217735117187
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.427020230412953,0.42470915909265416,0.5648539090813623
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4652476738051762,0.42880677474886353,0.42352235798953286
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43071259082503,0.4577501982459956,0.43757118411326257
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.41674642401875456,0.520695060433676,0.412308806185012
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.5244244693741001,0.42406200784489834,0.4321330000857782
2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.45818283051849773,0.41605118478672576,0.41752651782920724
1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.40316126407930425,0.515976694914712,0.42810035004405317
2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.46910308041718174,0.42011007895968894,0.4277734896843226
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4906426572506235,0.4282085655169154,0.41584760032673185
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.46322939505564587,0.42622594767652455,0.41792590006237673
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.503851098456332,0.43688553136874336,0.4272031516478628
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4467908306969088,0.4339061171814659,0.4726853676090822
2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.41367989595129173,0.47750881656311284,0.42613157147336295
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.3882747106953385,0.3895172028553643,0.4389355682091567
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.4454953352237615,0.4367372654432228,0.43180768648906165
2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.44879922431980107,0.3826606602698368,0.38129422887037207
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.4208212786018537,0.4880167930123133,0.4162097126811205
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4250932709493612,0.42353082323721225,0.41648889820605695
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4211283006688503,0.4196097672750577,0.44676362562889055
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4296256955315937,0.42563644679809043,0.45889487610588975
1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.45428257191032734,0.40494705574433226,0.4018355433126025
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.42758606501694896,0.4530222398883559,0.4255800152569468
0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.4149593435078437,0.42338607125952454,0.41475399882105446
1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.4198382814018272,0.43073028167422517,0.4213542298769234
1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.3779274444481115,0.396993188777455,0.38529865004965386
2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.42098281235486834,0.4280221910254238,0.4773245173628977
1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.39168712152992147,0.37124831940733716,0.3683043344198593
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.3630887554534735,0.36658974738078276,0.4372119753138979
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.4141835993995032,0.38622155626094856,0.4639502934798627
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.42272698973200395,0.43177300448810574,0.4616709466178628
0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.37481066978776306,0.37361878895422634,0.3471301902810673
0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.10596480411077988,0.4454604431572228
2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.026155596015277775,0.1477344376027332,0.3860086057053834
2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.4425024044657577,0.4300910803763426,0.42918634735071104
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3904106545422991,0.4265443448122598,0.39402528300790574
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4262912473420236,0.42971979069489036,0.4351557335200894
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4388920483512477,0.3916938861896831,0.41890885259502597
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4235646777682995,0.4143406893760161,0.43745516090094405
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.41166853564510353,0.41328628243059184,0.49115537209803084
2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3873472212330813,0.5136494794934272,0.41591318490892826
2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.41749477699765375,0.4507105605354635,0.42302746686862197
1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4656101920384214,0.395406387935875,0.43166821174959474
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4111218892548967,0.4722679685811242,0.42796720227391233
2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.42715889640918536,0.444840566999948,0.43145278534363773
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4611821306940319,0.43383654643621256,0.4211213539849088
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4272492046050379,0.4996157349652557,0.4234328948083887
2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4308545887799021,0.484644136536374,0.43060009499566254
1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4883061949736486,0.41766217131650574,0.4181531203335814
2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.366641659134227,0.4750451274755536,0.3689023647076545
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.3663940991505548,0.4286631192649823,0.40094286231848675
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.4343107341161428,0.4514420210551594,0.41923043996191844
